"The module is disabled","The module is disabled"
"currentPage value must be greater than 0.","currentPage value must be greater than 0."
"pageSize value must be greater than 0.","pageSize value must be greater than 0."
"currentPage value %1 specified is greater than the %2 page(s) available.","currentPage value %1 specified is greater than the %2 page(s) available."
"Could not find a cart with ID %1","Could not find a cart with ID %1"
"Could not find an active cart with ID %1","Could not find an active cart with ID %1"
"The current user cannot perform operations on cart %1","The current user cannot perform operations on cart %1"
